sdf_file_ix,COMPOUND_NAMES,Reference,IC50_range_nM,smiles
745,"Compound 8 (S) (Page No: 56, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(N1CCCc2ccccc12)=O)Sc1nncn1C
746,"Compound 3 (S) (Page No: 56, Table No: 1)",WO 2021/021761 A1,101-1000,C[C@@H](c1cccc(c1)NC(Nc1cccc(C(F)(F)F)n1)=O)Sc1nncn1C
747,"Compound 121 (S) (Page No: 58, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1ccnc(c1)NC(Nc1ccccn1)=O)Sc1nncn1C
748,"Compound 4 (S) (Page No: 56, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)NC(Nc1cccc(n1)OC)=O)Sc1nncn1C
749,"Compound 36 (S) (Page No: 57, Table No: 1)",WO 2021/021761 A1,1001-5000,C[C@@H](c1cccc(c1)C(Nc1cc(ccn1)C(F)(F)F)=O)Sc1nncn1C
750,Example 116 (S) (Page No: 404),WO2019148005,3001-10000,C[C@@H](c1ccnc(c1)NC(c1cccc(c1)S(F)(F)(F)(F)F)=O)Sc1nncn1C
751,Example 39 (S) (Page No: 370),WO2019148005,101-300,Cc1c(ccc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)n1)[Cl]
752,Example 34 (S) (Page No: 369),WO2019148005,301-1000,Cc1cc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)ncc1[Cl]
753,Example 55 (S) (Page No: 376),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc(c(cn1)[Cl])C(C)(C)O)=O)Sc1nncn1C
754,Example 33 (S) (Page No: 368),WO2019148005,101-300,CC(C)c1cccc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)n1
755,Example 56 (S) (Page No: 376),WO2019148005,301-1000,Cc1cc(C)nc(c1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
756,Example 35 (S) (Page No: 369),WO2019148005,301-1000,Cc1ccc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)nc1C
757,Example 60 (S) (Page No: 379),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)NC)=O)Sc1nncn1C
758,Example 59 (S) (Page No: 378),WO2019148005,1001-3000,CC(Nc1ccnc(c1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O)=O
759,Example 46 (S) (Page No: 373),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc(CCO)ccn1)=O)Sc1nncn1C
760,Example 57a (S) (Page No: 377),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O)Sc1nncn1C
761,Example 57b (R) (Page No: 377),WO2019148005,1001-3000,C[C@H](c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O)Sc1nncn1C
762,Example 65 (S) (Page No: 381),WO2019148005,<100,Cc1cc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)nc(c1)C(F)(F)F
763,Example 87 (S) (Page No: 391),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cccc(CF)n1)=O)Sc1nncn1C
764,Example 81 (S) (Page No: 388),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cccc(C(C)(F)F)n1)=O)Sc1nncn1C
765,Example 61 (S) (Page No: 379),WO2019148005,101-300,Cc1ccc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)nc1C(F)(F)F
766,Example 85 (S) (Page No: 390),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc(cc(C(F)(F)F)n1)C(C)(C)O)=O)Sc1nncn1C
767,Example 64 (S) (Page No: 381),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc(cc(C(F)(F)F)n1)C(F)(F)F)=O)Sc1nncn1C
768,Example 95a (S) (Page No: 395),WO2019148005,301-1000,C[C@@H](c1ccc(c(c1)NC(c1cccc(C(F)(F)F)n1)=O)F)Sc1nncn1C
769,Example 95 (+/-) (Page No: 394),WO2019148005,1001-3000,CC(c1ccc(c(c1)NC(c1cccc(C(F)(F)F)n1)=O)F)Sc1nncn1C
770,Example 95b (R) (Page No: 395),WO2019148005,3001-10000,C[C@H](c1ccc(c(c1)NC(c1cccc(C(F)(F)F)n1)=O)F)Sc1nncn1C
771,Example 32 (S) (Page No: 368),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(F)(F)F)=O)Sc1nncn1C
772,Example 52 (S) (Page No: 375),WO2019148005,3001-10000,Cc1cnc(cc1C(F)(F)F)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
773,Example 51 (S) (Page No: 374),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1ccc(c(C(F)(F)F)n1)[Cl])=O)Sc1nncn1C
774,Example 40 (S) (Page No: 371),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc(c(cn1)[Cl])C(F)(F)F)=O)Sc1nncn1C
775,Example 68 (S) (Page No: 383),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc(cc(C(F)(F)F)n1)[Cl])=O)Sc1nncn1C
776,Example 49 (S) (Page No: 374),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1c(ccc(C(F)(F)F)n1)N)=O)Sc1nncn1C
777,Example 181 (+/-) (Page No: 432),WO2019148005,1001-3000,Cn1cnnc1SC(CCO)c1cccc(c1)NC(c1cccc(C(F)(F)F)n1)=O
778,Example 127 (+/-) (Page No: 408),WO2019148005,3001-10000,CC(c1cc(cnc1)NC(c1cccc(C(F)(F)F)n1)=O)Sc1nncn1C
779,Example 71 (S) (Page No: 384),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc(cc(C(F)(F)F)n1)OC)=O)Sc1nncn1C
780,Example 84 (S) (Page No: 389),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc(cc(C(F)(F)F)n1)C1(COC1)O)=O)Sc1nncn1C
781,Example 72 (S) (Page No: 385),WO2019148005,<100,C[C@@H](c1cccc(c1)NC(c1cccc(C2CC2)n1)=O)Sc1nncn1C
782,Example 54 (S) (Page No: 375),WO2019148005,<100,Cc1ccc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)nc1C1CC1
783,Example 53 (S) (Page No: 375),WO2019148005,3001-10000,Cc1cnc(cc1C1CC1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
784,Example 89 (S) (Page No: 392),WO2019148005,<100,C[C@@H](c1cccc(c1)NC(c1ccc(CO)c(C2CC2)n1)=O)Sc1nncn1C
785,Example 92 (S) (Page No: 393),WO2019148005,<100,C[C@@H](c1cccc(c1)NC(c1ccc(C#N)c(C2CC2)n1)=O)Sc1nncn1C
786,Example 91 (S) (Page No: 393),WO2019148005,<100,C[C@@H](c1cccc(c1)NC(c1ccc(c(C2CC2)n1)F)=O)Sc1nncn1C
787,Example 67 (S) (Page No: 382),WO2019148005,<100,C[C@@H](c1cccc(c1)NC(c1cc(cc(C(F)(F)F)n1)C1CC1)=O)Sc1nncn1C
788,Example 69 (S) (Page No: 383),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc(cc(C2CC2)n1)C(F)(F)F)=O)Sc1nncn1C
789,Example 93 (S) (Page No: 394),WO2019148005,<100,C[C@@H](c1cccc(c1)NC(c1ccc(c(C2CC2)n1)OC)=O)Sc1nncn1C
790,Example 110 (S) (Page No: 402),WO2019148005,301-1000,C[C@@H](c1ccnc(c1)NC(c1cccc(C(C)(F)F)n1)=O)Sc1nncn1C
791,Example 103 (S) (Page No: 399),WO2019148005,301-1000,Cc1cc(C(Nc2cc(ccn2)[C@H](C)Sc2nncn2C)=O)nc(c1)C(F)(F)F
792,Example 102b (S) (Page No: 399),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1cccc(C(F)(F)F)n1)=O)Sc1nncn1C
793,Example 105 (S) (Page No: 400),WO2019148005,301-1000,C[C@@H](c1ccnc(c1)NC(c1cc(cc(C(F)(F)F)n1)[Cl])=O)Sc1nncn1C
794,Example 119 (S) (Page No: 405),WO2019148005,301-1000,C[C@@H](c1ccnc(c1)NC(c1cc(cc(C(F)(F)F)n1)[Br])=O)Sc1nncn1C
795,Example 106 (S) (Page No: 400),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1ccc(c(C(F)(F)F)n1)[Cl])=O)Sc1nncn1C
796,Example 114 (S) (Page No: 403),WO2019148005,3001-10000,C[C@@H](c1ccnc(c1)NC(c1cc(c(cn1)[Cl])C(F)(F)F)=O)Sc1nncn1C
797,Example 104 (S) (Page No: 400),WO2019148005,301-1000,C[C@@H](c1ccnc(c1)NC(c1cc(cc(C(F)(F)F)n1)C1CC1)=O)Sc1nncn1C
798,Example 113 (S) (Page No: 403),WO2019148005,301-1000,Cc1ccc(C(Nc2cc(ccn2)[C@H](C)Sc2nncn2C)=O)nc1C1CC1
799,Example 117 (S) (Page No: 404),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1cccc(C2CC2)n1)=O)Sc1nncn1C
800,Example 123 (S) (Page No: 407),WO2019148005,1001-3000,CCc1cccc(C(Nc2cc(ccn2)[C@H](C)Sc2nncn2C)=O)n1
801,Example 124 (S) (Page No: 407),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1cccc(n1)[Cl])=O)Sc1nncn1C
802,Example 66 (S) (Page No: 382),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc(cc(n1)[Cl])C(F)(F)F)=O)Sc1nncn1C
803,Example 76 (S) (Page No: 386),WO2019148005,<100,C[C@@H](c1cccc(c1)NC(c1ccnc(C2CC2)n1)=O)Sc1nncn1C
804,Example 75 (S) (Page No: 386),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1ccnc(C(F)(F)F)n1)=O)Sc1nncn1C
805,Example 94 (+/-) (Page No: 394),WO2019148005,1001-3000,CC(c1ccc(c(c1)NC(c1cccc(C(F)(F)F)n1)=O)OC(F)(F)F)Sc1nncn1C
806,Example 38 (S) (Page No: 370),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cccc(n1)OC)=O)Sc1nncn1C
807,Example 90 (S) (Page No: 392),WO2019148005,1001-3000,CCOc1cccc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)n1
808,Example 73 (S) (Page No: 385),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc(cc(n1)OC)C(F)(F)F)=O)Sc1nncn1C
809,Example 125 (S) (Page No: 407),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1ccc(c(n1)OC)[Cl])=O)Sc1nncn1C
810,Example 122 (S) (Page No: 406),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1cccc(n1)OC(F)(F)F)=O)Sc1nncn1C
811,Example 80 (S) (Page No: 388),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cccc(n1)S(C)(=O)=O)=O)Sc1nncn1C
812,Example 70 (S) (Page No: 384),WO2019148005,101-300,Cc1c(C2CC2)nc(cn1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
813,Example 77 (S) (Page No: 387),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cncc(C(F)(F)F)n1)=O)Sc1nncn1C
814,Example 82 (S) (Page No: 389),WO2019148005,1001-3000,Cc1cncc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)n1
815,Example 140 (Stereo) (Page No: 413),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)O)=O)=O)Sc1nncn1C
816,Example 139 (Stereo) (Page No: 413),WO2019148005,3001-10000,C[C@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)O)=O)=O)Sc1nncn1C
817,Example 161 (Stereo) (Page No: 421),WO2019148005,3001-10000,C[C@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)O)=O)=O)Sc1nncn1C
818,Example 155 (Stereo) (Page No: 419),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1C[C@@H]([C@H](C1)O)O)=O)=O)Sc1nncn1C
819,Example 151 (Stereo) (Page No: 417),WO2019148005,301-1000,C[C@@H]1C[C@@H](CN1C(c1ccnc(c1)C(Nc1cccc(c1)[C@@H](C)Sc1nncn1C)=O)=O)O
820,Example 153 (Stereo) (Page No: 418),WO2019148005,3001-10000,C[C@H]1C[C@@H](CN1C(c1ccnc(c1)C(Nc1cccc(c1)[C@@H](C)Sc1nncn1C)=O)=O)O
821,Example 152 (Stereo) (Page No: 418),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1C[C@H](C[C@H]1C)O)=O)=O)Sc1nncn1C
822,Example 154 (Stereo) (Page No: 418),WO2019148005,3001-10000,C[C@H]1C[C@@H](CN1C(c1ccnc(c1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O)=O)O
823,Example 149 (Stereo) (Page No: 417),WO2019148005,3001-10000,C[C@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CCC[C@@H](C1)O)=O)=O)Sc1nncn1C
824,Example 150 (Stereo) (Page No: 417),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CCC[C@@H](C1)O)=O)=O)Sc1nncn1C
825,Example 141 (Stereo) (Page No: 414),WO2019148005,3001-10000,C[C@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)OC)=O)=O)Sc1nncn1C
826,Example 148 (S) (Page No: 416),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC(C1)O)=O)=O)Sc1nncn1C
827,Example 145 (S) (Page No: 415),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CCC(CC1)O)=O)=O)Sc1nncn1C
828,Example 143 (S) (Page No: 415),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CCC1)=O)=O)Sc1nncn1C
829,Example 138 (S) (Page No: 412),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CCCC1)=O)=O)Sc1nncn1C
830,Example 144 (S) (Page No: 415),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CCCCC1)=O)=O)Sc1nncn1C
831,Example 142 (Stereo) (Page No: 414),WO2019148005,>10000,C[C@H]1CCCN1C(c1ccnc(c1)C(Nc1cccc(c1)[C@@H](C)Sc1nncn1C)=O)=O
832,Example 146 (Stereo) (Page No: 416),WO2019148005,3001-10000,C[C@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)N)=O)=O)Sc1nncn1C
833,Example 147 (Stereo) (Page No: 416),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)N)=O)=O)Sc1nncn1C
834,Example 159 (Stereo) (Page No: 420),WO2019148005,3001-10000,C[C@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)N(C)C)=O)=O)Sc1nncn1C
835,Example 160 (Stereo) (Page No: 420),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CC[C@@H](C1)N(C)C)=O)=O)Sc1nncn1C
836,Example 158 (Stereo) (Page No: 420),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(N1CCC(C1)S(C)(=O)=O)=O)=O)Sc1nncn1C
837,Example 156 (Stereo) (Page No: 419),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)C(NC[C@@H](C)O)=O)=O)Sc1nncn1C
838,Example 157 (Stereo) (Page No: 419),WO2019148005,3001-10000,C[C@@H](CNC(c1ccnc(c1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O)=O)O
839,Example 126 (S) (Page No: 408),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1cc(cc(C(F)(F)F)n1)N1CC[C@@H](C1)O)=O)Sc1nncn1C
840,Example 86 (S) (Page No: 391),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc(ccn1)NS(CCO)(=O)=O)=O)Sc1nncn1C
841,Example 42 (S) (Page No: 371),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cccc(c1F)C(F)(F)F)=O)Sc1nncn1C
842,Example 58 (S) (Page No: 377),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cccc(c1)N)=O)Sc1nncn1C
843,Example 47 (S) (Page No: 373),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cccc(c1)NC)=O)Sc1nncn1C
844,Example 26 (S) (Page No: 366),WO2019148005,>10000,C[C@@H](c1cccc(c1)NC(c1cccc(c1)N(C)C)=O)Sc1nncn1C
845,Example 79 (S) (Page No: 388),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cccc(c1)OC(F)(F)F)=O)Sc1nncn1C
846,Example 43 (S) (Page No: 372),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cccc(c1OC)C(F)(F)F)=O)Sc1nncn1C
847,Example 44 (S) (Page No: 372),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cccc(c1)c1ccn[nH]1)=O)Sc1nncn1C
848,Example 45 (S) (Page No: 372),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cccc(c1)c1ccnn1C)=O)Sc1nncn1C
849,Example 50 (S) (Page No: 374),WO2019148005,3001-10000,CC1=CC(NC(=C1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O)=O
850,"Compound 35 (S) (Page No: 57, Table No: 1)",WO 2021/021761 A1,>5000,C[C@@H](c1cccc(c1)C(Nc1ccc2ccccc2n1)=O)Sc1nncn1C
851,Example 112 (S) (Page No: 402),WO2019148005,301-1000,C[C@@H](c1ccnc(c1)NC(c1ccc2ccccc2n1)=O)Sc1nncn1C
852,Example 107 (S) (Page No: 401),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1ccc2cccc(c2n1)F)=O)Sc1nncn1C
853,Example 9 (+/-) (Page No: 360),WO2019148005,301-1000,CC(c1cccc(c1)NC(c1ccc2ccccc2n1)=O)Sc1nncn1C
854,Example 9a (S) (Page No: 360),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1ccc2ccccc2n1)=O)Sc1nncn1C
855,Example 30 (S) (Page No: 367),WO2019148005,301-1000,Cc1cc(C(Nc2cccc(c2)[C@H](C)Sc2nncn2C)=O)nc2ccccc12
856,Example 48 (S) (Page No: 373),WO2019148005,301-1000,Cc1cccc2c1ccc(C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O)n2
857,Example 134 (+/-) (Page No: 411),WO2019148005,1001-3000,Cn1cnnc1SC(CC=C)c1cccc(c1)NC(c1ccc2ccccc2n1)=O
858,Example 96a (S) (Page No: 395),WO2019148005,1001-3000,C[C@@H](c1ccc(c(c1)NC(c1ccc2ccccc2n1)=O)F)Sc1nncn1C
859,Example 97 (+/-) (Page No: 396),WO2019148005,1001-3000,CC(c1ccc(c(c1)NC(c1ccc2ccccc2n1)=O)OC)Sc1nncn1C
860,Example 83 (S) (Page No: 389),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc(c2ccccc2n1)C(F)(F)F)=O)Sc1nncn1C
861,Example 111 (S) (Page No: 402),WO2019148005,3001-10000,C[C@@H](c1ccnc(c1)NC(c1cc(c2ccccc2n1)C(F)(F)F)=O)Sc1nncn1C
862,Example 108 (S) (Page No: 401),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1ccc2CCCCc2n1)=O)Sc1nncn1C
863,Example 23 (+/-) (Page No: 365),WO2019148005,1001-3000,CC(c1cccc(c1)NC(c1ccc2CCCCc2n1)=O)Sc1nncn1C
864,Example 310 (S) (Page No: 515),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1ccc2c(cccc2n1)OCC(NC)=O)=O)Sc1nncn1C
865,Example 309 (S) (Page No: 515),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1ccc2c(cccc2n1)OCC(O)=O)=O)Sc1nncn1C
866,Example 131 (+/-) (Page No: 410),WO2019148005,3001-10000,CC(c1cc2c(CCC2(C)O)c(c1)NC(c1ccc2ccccc2n1)=O)Sc1nncn1C
867,Example 78 (S) (Page No: 387),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc2c(cccc2[nH]1)[Cl])=O)Sc1nncn1C
868,Example 120 (S) (Page No: 405),WO2019148005,101-300,C[C@@H](c1ccnc(c1)NC(c1cc2c(cccc2[nH]1)C(F)(F)F)=O)Sc1nncn1C
869,Example 62 (S) (Page No: 379),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc2ccccc2c(n1)OC)=O)Sc1nncn1C
870,Example 8a (S) (Page No: 359),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc2ccccc2cn1)=O)Sc1nncn1C
871,Example 8 (+/-) (Page No: 359),WO2019148005,1001-3000,CC(c1cccc(c1)NC(c1cc2ccccc2cn1)=O)Sc1nncn1C
872,Example 8b (R) (Page No: 360),WO2019148005,3001-10000,C[C@H](c1cccc(c1)NC(c1cc2ccccc2cn1)=O)Sc1nncn1C
873,Example 135 (+/-) (Page No: 411),WO2019148005,1001-3000,Cn1cnnc1SC(CC=C)c1cccc(c1)NC(c1cc2ccccc2cn1)=O
874,Example 63 (S) (Page No: 380),WO2019148005,3001-10000,C[C@@H](c1cccc(c1)NC(c1cc2ccccc2c(C(F)(F)F)n1)=O)Sc1nncn1C
875,Example 99 (S) (Page No: 397),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc2ccccc2cn1)=O)Sc1nncn1C1CC1
876,Example 109 (S) (Page No: 401),WO2019148005,3001-10000,C[C@@H](c1ccnc(c1)NC(c1cc2CCCCc2cn1)=O)Sc1nncn1C
877,Example 98 (S) (Page No: 396),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc2ccccc2cn1)=O)Sc1nc[nH]n1
878,Example 306a (S) (Page No: 513),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc2cc(ccc2cn1)OCC(NC)=O)=O)Sc1nncn1C
879,Example 306b (R) (Page No: 513),WO2019148005,3001-10000,C[C@H](c1cccc(c1)NC(c1cc2cc(ccc2cn1)OCC(NC)=O)=O)Sc1nncn1C
880,Example 311 (S) (Page No: 516),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc2cc(ccc2cn1)OCC(NCCN)=O)=O)Sc1nncn1C
881,Example 305 (S) (Page No: 511),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1cc2cc(ccc2cn1)OCC(O)=O)=O)Sc1nncn1C
882,Example 308 (S) (Page No: 515),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cc2ccc(cc2cn1)OCC(O)=O)=O)Sc1nncn1C
883,Example 307 (S) (Page No: 514),WO2019148005,101-300,C[C@@H](c1cccc(c1)NC(c1cc2cc(ccc2cn1)OCc1ccn[nH]1)=O)Sc1nncn1C
884,Example 74 (S) (Page No: 386),WO2019148005,301-1000,C[C@@H](c1cccc(c1)NC(c1nc(cs1)C(F)(F)F)=O)Sc1nncn1C
885,Example 41 (S) (Page No: 371),WO2019148005,1001-3000,Cc1nc(cs1)C(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O
886,Example 118 (S) (Page No: 404),WO2019148005,1001-3000,C[C@@H](c1ccnc(c1)NC(c1csc(C(F)(F)F)n1)=O)Sc1nncn1C
887,Example 115 (S) (Page No: 403),WO2019148005,3001-10000,C[C@@H](c1ccnc(c1)NC(c1c2ccccc2on1)=O)Sc1nncn1C
888,Example 130a (S) (Page No: 409),WO2019148005,301-1000,Cc1nc2cc(cc(c2o1)NC(c1cccc(C(F)(F)F)n1)=O)[C@H](C)Sc1nncn1C
889,Example 88 (S) (Page No: 391),WO2019148005,1001-3000,C[C@@H](c1cccc(c1)NC(c1cccc2c1ncs2)=O)Sc1nncn1C
890,Example 121 (S) (Page No: 406),WO2019148005,3001-10000,C[C@@H](c1ccnc(c1)NC(c1nc2ccccc2s1)=O)Sc1nncn1C
891,Example 303 (R) (Page No: 510),WO2019148005,301-1000,C[C@H](Cc1nncn1C)c1ccnc(c1)NC(c1ccc2ccccc2n1)=O
892,Example 128a (S) (Page No: 408),WO2019148005,1001-3000,Cc1c[nH]nc1S[C@@H](C)c1ccnc(c1)NC(c1ccc2ccccc2n1)=O
893,Example 129 (+/-) (Page No: 409),WO2019148005,>10000,CC(c1ccnc(c1)NC(c1ccc2ccccc2n1)=O)Sc1nc(C)cn1C
894,"Compound 137 (S) (Page No: 59, Table No: 1)",WO 2021/021761 A1,>5000,CCN1CCc2c(C1)sc(NC(Nc1cccc(c1)[C@H](C)Sc1nncn1C)=O)n2
