ligand,code1,code2
CN1C(=[NH2+])/C(=N/Nc2cccc(c2)C(F)(F)F)/C(=N1)[NH-],C06056816,P110460678
Cc1ccc(cc1)c2c(n3c(n2)SCC3)/C=N\N=C(N)N,C31861788,P114228164
Cc1cc(=O)nc([nH]1)Sc2ccccc2/C(=N/O)/N,C20077089,P122932828
Cc1ccc(cc1NC(=O)[C@]2(CCCN2)C)S(=O)(=O)N,C79515368,P124267194
c1cc(ccc1C#N)S(=O)(=O)N/[NH+]=C(\N)/[S-],C83591251,P130755088
Cc1nc2cc(c(cc2s1)N)n3cc(cn3)C(=O)N,C85198601,P133288949
Cc1ccc(c(c1)C(=O)[O-])NC(=O)[C@]2(CCOC2)[NH3+],C85911830,P134511015
COc1ccc(cc1Br)c2nnc(n2N)N,C87588037,P136998878
C[C@@H](C(=O)NC)Nc1c(cnc(n1)N)Br,C87822621,P137364331
c1cc2c(cc1[C@@H](c3cn[nH]c3N)O)OCCCO2,C87881564,P137458853
C1Cc2c(nc([nH+]c2N3CCC4(CC3)[C@@H](C[C@@H]4[O-])O)N)C1,C91679708,P143519398
CCc1ccc(o1)[C@@H](c2ccc3c(c2)[nH]c(=O)c(=O)[nH]3)N,C91759999,P143683227
c1cc2c(c(c1)N)C(=O)N(C2=O)C(=O)[C@H]3C[C@@H](C=C3)N,C92202661,P144369316
C1CCc2nnc(n2CC1)S[C@H]3CC[C@@](C3)(C(=O)N)N,C93850550,P147080372
Cc1c(c(sn1)NC)c2[nH]c3c(n2)ccc(n3)N,C94263734,P147732413
Cc1cc(cc(c1NS(=O)(=O)c2cnc[nH]2)C)N,C94554006,P148213947
Cc1cc(cc(c1[NH3+])C(=O)[O-])N2CCC(=O)NCC2,C94695389,P148436663
Cc1ccc(s1)S(=O)(=O)Nc2c(c([nH]n2)C)N,C95030211,P148971271
Cc1c(c2c(cn1)C[NH2+]CC2)c3nc(on3)CC(C)(C)O,C20109774,P29926314
Cc1nc(no1)[C@H](c2cc3c(c(c2)Cl)OCCCO3)[NH3+],C36762442,P54628783
Cc1ccc(cc1NC(=O)[C@@H]2CSC[NH2+]2)c3nnco3,C37025768,P55037829
C[C@H](c1cccc[nH+]1)NC(=O)[C@]2(C(=O)Nc3ccccc3O2)C,C41545156,P63094733
CN(c1cc[nH+]cc1N)C(=O)c2c(cccc2OC)OC,C42140506,P63782283
C[C@@H]1CCC[C@H](N1NC(=O)N[C@@H](C)Cn2cc[nH+]c2)C,C47029238,P70562181
COc1ccc2cc(c([nH+]c2c1)N)CN3CCCS3(=O)=O,C50829539,P76060477
Cn1cc[nH+]c1CNc2cc3c(cc2Cl)NC(=O)CO3,C51922150,P77757353
COc1cc2ccc(nc2cc1OC)NN3CC[NH2+]CC3,C33359455,P82756711
C[C@H](c1[nH]c(=O)c2ccccc2n1)[NH+]3CCNC(=O)C3,C16585657,P87081981
CC(C)N1[C@@H]([C@@H](CCC1=O)[NH3+])c2ccc(cc2)[N+](=O)[O-],C62211577,P95465256
c1cc(ccc1COc2ccc3c(c2)OC[C@H]3[NH3+])[N+](=O)[O-],C62803588,P96371424
CC(C)(c1cn(nn1)Cc2cnn(c2)c3ccccc3)[NH3+],C70117864,P108081351
CC1CCC(CC1)(c2nc(on2)C(C)(C)S(=O)(=O)C)[NH3+],C70133192,P108101216
C[C@H]1CC[NH+](C[C@@H]1N)Cc2ccc(c(c2)[N+](=O)[O-])OC,C70147945,P108136006
CC(C)c1nc(on1)c2cn(c[nH+]2)Cc3ccc(cc3)N,C72221254,P112201917
CC(C)c1nc(on1)[C@@H]2CCCN2Cc3ccc[nH+]c3N,C77394261,P120756603
Cc1[nH]c(c[nH+]1)S(=O)(=O)N[C@@H](C)c2ccc(cc2)C#N,C78697313,P122806998
C[C@@H]1CCC[C@](C1)(C(=O)N2CCN(CC2)C(=O)OC)[NH3+],C80924983,P126355568
C[C@H]1CCC[C@](C1)(C(=O)N2CCN(CC2)C(=O)OC)[NH3+],C80924987,P126355572
CC[NH2+][C@@H]1CCC2(C[C@H]1Sc3nc[nH]n3)OCCO2,C81849212,P127677589
CC(C)(CC(=O)O)NC(=O)N1CC[C@H](C1)[NH+]2CCCC2,C84159462,P131705575
c1cc(ccc1[N+](=O)[O-])S(=O)(=O)[C@@H]2CCC[C@@H](C2)[NH3+],C84430158,P132112682
CN(Cc1ccccc1[N+](=O)[O-])C(=O)[C@@H]2CCC[C@H]2[NH3+],C85368284,P133573239
CC(C)(C)c1nc(no1)[C@@]2(CCC[C@@H]2S(=O)(=O)C)[NH3+],C86679934,P135680177
COc1ccc(cc1OC)c2c[nH+]c([nH]2)[C@H]3COCCN3,C88373224,P138220118
Cc1c(c(n(n1)C)C)Oc2c(n3ccccc3n2)CC[NH3+],C88454089,P138357826
C[C@@H](C#N)S(=O)(=O)N1CCN(CC1)c2ccccc2[NH3+],C88467730,P138378999
C[NH2+][C@@H]1COC[C@@H]1c2nc(no2)Cc3ccc(cc3)O,C90423054,P141379557
C[C@]1(COC[C@H]1[NH3+])c2nc(no2)c3ccc(cc3)OC,C90573341,P141648770
CN(C)c1ccc2nc(c(n2c1)N)c3c[nH+]cn3C4CC4,C91275243,P142766925
CCCc1c(=O)[nH]c([nH+]c1[O-])[C@@H]2C[NH+]3CCC[C@@H]3CO2,C91687265,P143553758
Cc1c(c(n(n1)c2ccc(cc2)[N+](=O)[O-])C)C[C@@H](C)[NH3+],C92319700,P144518259
Cc1c(c(on1)C)[C@H](C)Nc2cc[nH+]c(c2)C(=O)NC,C92340228,P144547618
CCc1c2c(n(n1)C)n(c(n2)N)[C@@H](C)C[NH+]3CCCC3,C92578234,P144905878
CCn1c2c(c(n1)C)nc(n2C[C@@H]3CCC[NH+](C3)C)N,C92591757,P144922524
C[C@@H]1CC[C@H](C1)c2nc(on2)[C@@H]3Cc4c([nH]c[nH+]4)CN3,C92778722,P145226099
CN(c1ccccc1OC)C(=O)[C@H]2Cc3c([nH]c[nH+]3)CN2,C92782112,P145232115
c1[nH]c2c(n1)C[NH2+][C@@H](C2)c3nc(no3)CC(F)(F)F,C92778566,P145272267
c1cc(c(cc1Cl)C[NH+]2C[C@H]([C@H](C2)O)O)[N+](=O)[O-],C93634033,P146662915
Cc1nnc(n1C)S[C@@H]2CCC[C@](C2)(C(=O)OC)[NH3+],C93780014,P146921082
CC(C)(c1nc(no1)[C@@H]2CN(CCN2C)C)C(C)(C)[NH3+],C93892670,P147160240
C[C@@H]1C[C@H](CN(C1)Cc2ccc(c(c2)[N+](=O)[O-])OC)[NH3+],C94552597,P148210262
C[C@@H]1C[C@@H](C[NH+](C1)Cc2ccc(c(c2)[N+](=O)[O-])OC)N,C94552595,P148220320
C[NH+]1CCC(CC1)N(C)Cc2ccc(c(c2)N)[N+](=O)[O-],C94776296,P148548840
c1cnc([nH]1)c2nc(on2)[C@@]3(CC[NH2+]C3)C(F)(F)F,C94937233,P148813122
CCN(C1CC[NH2+]CC1)C(=O)c2[nH]nc(n2)C(C)(C)C,C95045171,P149000618
C[C@H]1C[C@@H]1/[NH+]=C(\N)/N2CCN(CC2)C(=O)OC(C)(C)C,C97001299,P153528038
COc1ccc(cc1OC)c2nc(on2)[C@H]3CC[C@H](C3)[NH3+],C97067914,P153655057
CC[C@@H]1C(=O)NC(=O)CN1c2[nH+]c3c(s2)CCC[C@@H]3O,C97321303,P154129421
CCn1cc(c(n1)C)[C@@H]2C(=C(OC3=C2C(=O)CCC3)N)C#N,C02759554,P05379194
c1cc(oc1)[C@@H]2C(=C(OC(=C2C#N)N)c3ccco3)C#N,C00138920,P05713434
c1ccc(cc1)/C=C/2\C(=O)NC(=O)N(C2=O)c3ccc(cc3)O,C02994788,P06760489
c1ccc(c(c1)N2C(=O)C(=Cc3ccc[nH]3)C(=O)NC2=O)F,C00306403,P07011408
c1ccc(c(c1)N)SC2=C(CS(=O)(=O)C2)[N+](=O)[O-],C00875271,P09352314
Cc1ccc(c(c1)C)NC(=O)C(=O)Nc2cc(on2)C,C09909645,P15141079
c1cnccc1c2cc([nH]n2)c3cc(n[nH]3)c4ccncc4,C12967634,P19051787
C1CCCC2(CC1)C(=O)N(C(=O)N2)CN3CCC[C@H](C3)O,C23584371,P34990511
CC(=O)Nc1ccccc1c2c(=O)nc([nH]n2)SC,C35655408,P52922908
CNC(=O)CN1C(=O)[C@]2(CCc3ccccc3C2)NC1=O,C03359434,P56471086
c1cc(ccc1NS(=O)(=O)c2cnc(nc2)Cl)O,C38107924,P57303635
c1cc(=O)[nH]cc1C(=O)Nc2cc3c(cc2Cl)OCCO3,C40421683,P61359855
Cc1ccc2c(c1)NC(=O)[C@](O2)(C)C(=O)Nc3ccncc3,C40805310,P61948182
CCNC(=O)N[C@@H]1CCCC[C@@H]1N2C(=O)CSC2=O,C44451724,P67093336
CC(C)C(=O)NN1C(=O)[C@@](NC1=O)(C)c2ccccc2,C44818307,P67579150
Cc1c(c([nH]n1)C(=O)Nc2ccc(=O)n(c2)C)Br,C48918977,P73086761
Cn1c(nnc1S[C@@H]2CS(=O)(=O)c3c2cccc3)N,C49126234,P73377514
Cc1c(n(c2c1c(nc(n2)C)N)[C@@H](C)Cn3ccnc3)C,C49236825,P73545769
Cc1c2c(oc1C(=O)Nc3c[nH]nc3C)CCCC2=O,C49476201,P73871742
COc1cc2c(cc1OC)N[C@@H](NC2=O)c3ccco3,C49480858,P73876593
C[C@H](c1nncn1C)n2c3ccc(cc3nc2N)Cl,C50420637,P75402352
CC(=O)N[C@@]1(C(=O)n2c3ccccc3nc2N1)C(F)(F)F,C05209938,P75889208
Cc1cc(n(c(=O)n1)Cc2nc(c3ccsc3n2)N)C,C50818310,P76030870
C[C@@H]1CCC[C@@H]([C@@H]1C)N2CNC(=NC2)NS(=O)(=O)C,C40387218,P79511234
C1CCN(CC1)C(=O)[C@H]2N[C@H](NO2)C3=CC4=CC=N[C@@H]4C=C3,C39956109,P97204834
C1CCC(CC1)c2nnc(s2)NC(=O)N3CCC(CC3)O,C43603819,P100595030
CCc1cnc(nc1)N2CCC3(CC2)C(=O)NCCN3,C67974007,P104359122
c1ccc(c(c1)[C@@H]2[C@@H](CCC(=O)N2C3CC3)N)[N+](=O)[O-],C70987330,P109575266
c1cc(ccc1c2nc(on2)C[C@@H]3C(=O)NCCN3)F,C71261896,P110141931
CS(=O)(=O)Cc1nc(on1)c2ccc(c(c2)Cl)N,C71393399,P110433228
Cc1c2c([nH]n1)C(=O)N[C@@H]2c3ccc(c(c3)OC)OC,C06753385,P110499924
Cc1c2ccccc2nc(n1)CSc3nnc(n3N)C,C73905413,P115129926
Cc1nc2c(s1)[C@H](CCC2)N(C)C(=O)c3c(nccn3)N,C79352606,P123935471
Cc1nnc2n1ccnc2Oc3ccc(cc3Cl)N,C79470702,P124144167
Cc1nnc2n1ccnc2Oc3cccc(c3CN)F,C79472674,P124183711
C[C@H]1CCC[C@@](C1)(C(=O)N2CCN(CC2)C(=O)OC)N,C80924980,P126386880
c1c(c(cc2c1OCCO2)Cl)NC(=O)[C@H]3COCCN3,C88358282,P138196206
Cc1c(c([nH]n1)S(=O)(=O)N2C[C@@H](C[C@@H](C2)C)C)CO,C88876538,P139027012
Cc1c(c(n[nH]1)CO)S(=O)(=O)N2C[C@H](CC[C@@H]2C)C,C88903848,P139060666
CCCN1[C@H]2COC[C@@H]2C(=O)N(C1=O)c3cccc(c3)N,C90534549,P141569286
Cc1cc(c(nc1)N2CCn3c(nnc3C(F)(F)F)C2)N,C90691363,P141861010
Cc1cc(c(o1)C)[C@@H](C)n2c3c(c(nn3C)C)nc2N,C92540331,P144846677
Cc1cc2c(nc1)n(c(n2)N)c3ccc(cc3)S(=O)(=O)C,C92557496,P144874317
c1cc(sc1)c2nc(on2)[C@@H]3Cc4c([nH]cn4)CN3,C92778431,P145243016
Cc1cccc(c1N)c2nc(no2)[C@H]3CN(CCN3C)C,C93892707,P147160289
[H]/N=C\1/C2(CCC3(CC2)OCCO3)N(C(=O)N1)CC4CC4,C94517091,P148159203
Cc1c(c[nH]n1)S(=O)(=O)/N=c/2\cccc-3cc[nH]cc23,C94983004,P148888046
c1cc2c(cc1S(=O)(=O)N)N(CC2)Cc3ccon3,C72661720,P152243592
Cn1cc(cn1)/C=C(/C#N)\c2nc3ccccc3c(n2)N,C97073516,P153665141
CC1(C(=O)NC(=O)CN1c2nc3c(s2)[C@H](CCC3)NC)C,C97316845,P154127886
CN1C(=O)C(=Cc2ccc(c(c2)Cl)OCC(=O)[O-])C(=O)N(C1=S)C,C04723768,P06759019
Cc1cc2c(cc1[N-]S(=O)(=O)C)c(c(n2S(=O)(=O)C)C)C(=O)C,C04411747,P09126336
CN1c2ccc(cc2CC1=O)S(=O)(=O)[N-]c3ccc4c(c3)OCCO4,C04938107,P09645236
c1c2c(cc3c1OCO3)nc(n(c2=O)CCCN4CCOCC4)[S-],C20644389,P30815040
Cc1cccc(n1)/N=C(/c2c(cnc(n2)S(=O)(=O)C)Cl)\[O-],C27666198,P40796296
Cn1c(=NC(=O)COc2ccc3c(c2)CCC3)cc(n(c1=O)C)[O-],C27935317,P41148900
Cc1nnc(n1/N=C/c2cc(c(c(c2)OC)OC)OC)[S-],C05816039,P49393730
Cc1c(n(c(=O)s1)CCC(=O)[O-])c2cccc(c2)[N+](=O)[O-],C34670203,P51443926
CS(=O)(=O)[N-]c1ccc(c(c1)S(=O)(=O)N2CCOCC2)Cl,C35686174,P52968868
Cc1c(c(c(o1)C)S(=O)(=O)N2C[C@@H](O[C@H](C2)C)C)C(=O)[O-],C37300373,P55463015
c1ccc2c(c1)C(=O)N(C2=O)CCC/C(=N/c3nncs3)/[O-],C08994492,P56459157
CCn1cc(c(=O)c2c1cc3c(c2)C(=NC3=O)[O-])C(=O)OCC,C39297338,P59532698
CC\1=NC2=NC(=NC(=O)[C@H]2[C@@H](/C1=C(/[O-])\OC)c3cccnc3)SC(C)C,C39379415,P59681282
CC(=O)Cc1nc(sn1)/N=C(/c2cc3ccccc3oc2=O)\[O-],C39884351,P60510527
Cc1c(sc(n1)[N-]S(=O)(=O)c2ccc(cc2)N3C(=O)CCC3=O)C,C12200333,P60669817
CCCc1nnc(s1)/N=C(/c2c(=O)c3cc(ccc3n(n2)C)C)\[O-],C40807384,P61957458
c1cc(oc1)c2nnc(s2)/N=C(/CN3CSCC3=O)\[O-],C48252058,P72197354
c1ccc(c(c1)S(=O)(=O)/N=C(/[C@@H]2C[C@@H]2[N+](=O)[O-])\[O-])Br,C48519665,P72543542
Cc1c(cc(o1)C(=O)[O-])C[S@@](=O)c2ccc(cc2)[N+](=O)[O-],C51361511,P76946004
CN(Cc1cnn(c1)c2ccccc2)C(=O)c3ccc4c(c3)n[n-]n4,C12530307,P78623760
CC[C@H]1c2cccn2CCN1C(=O)c3ccccc3N4CCC(=NC4=O)[O-],C55368759,P83404215
c1ccc(cc1)n2c(c(nn2)[O-])CN3CCN(CC3)c4ccccn4,C57084984,P85709206
COc1ccccc1/C=C\2/C(=NC(=O)N(C2=O)Cc3ccco3)[O-],C59534630,P90657551
c1ccc(cc1)/C(=N\S(=O)(=O)c2ccccc2)/[N-]n3cnnc3,C06240025,P104005311
Cn1cc(cn1)CCCn2ccc3c(c2=O)cc(c(n3)[O-])C#N,C67850903,P104178694
c1cc(ccc1/C(=N/S(=O)(=O)c2ccc3c(c2)CCC3)/[O-])n4cncn4,C48612435,P107172813
C[C@@H]1CSCCN1S(=O)(=O)c2ccc(c(c2)[N+](=O)[O-])[O-],C70222950,P108243525
Cc1c(sc(n1)SCc2cc(=O)n(c(=O)n2C)C)C(=O)[O-],C71301937,P110227306
CCS(=O)(=O)N1CCc2c(nc(nc2[O-])c3ccncc3)C1,C71751363,P111149708
C[C@@H]1CCc2ccccc2N1S(=O)(=O)/N=C(/c3cnn(c3)C)\[O-],C71859337,P111471851
CC[C@@H]1c2cccn2CCN1C(=O)c3ccc(cc3)N4CC(=NC4=O)[O-],C72428172,P112674644
Cn1c(=O)c2ccccc2c(n1)C[N-]S(=O)(=O)c3cccnc3,C75148975,P117017984
CCN1CCN(CC1)[C@H]2CC(=O)N(C2=O)c3ccc(cc3)C(=O)[O-],C23476886,P119328545
c1csc2c1CN(CC2)S(=O)(=O)/N=C(/c3cnsn3)\[O-],C78725999,P122856210
Cn1cc(ccc1=O)/C(=N/S(=O)(=O)c2ccc(cc2)C#N)/[O-],C79731105,P124574348
CC(C)(C)OC(=O)N1CC(C1)N2Cc3ccccc3[N-]S2(=O)=O,C83323411,P130286934
c1cc(c2c(c1)OCCO2)/C(=N/S(=O)(=O)Cc3ccc(nc3)Cl)/[O-],C58153880,P131983365
c1cc(oc1)[C@H]2C[C@H]2/C(=N/S(=O)(=O)c3ccc4c(c3)OCCO4)/[O-],C65643152,P132117522
Cn1c(nnc1[C@H](C#N)/C(=N/c2cccnc2)/[O-])c3ccccc3,C89741279,P140303832
CC(C)N1CCC[C@@]2(C1=O)CCN(C2)C(=O)CCc3nc([n-]n3)Cl,C91656604,P143484255
CN(C)[C@H]1CCCN(C1)Cc2cc(c(cc2[N+](=O)[O-])[O-])OC,C92938764,P145513120
COc1cc(c(cc1n2cc(c(nc2=O)[O-])C#N)Cl)OC,C94342896,P147865219
CC1(C(=O)N(CCN1S(=O)(=O)c2cc(sc2)C(=O)[O-])C)C,C94865707,P148693707
CCO[C@H]1C[C@H](C12CCN(CC2)c3nnnn3c4ccccc4)[O-],C95400779,P149859642
Cc1ccc(o1)c2csc3c2c(nc(n3)Cn4cncn4)[O-],C95975415,P151148780
Cc1cc(nc(c1)CN(C)C(=O)c2cnc(nc2[O-])c3csc(n3)C)C,C96132188,P151430571
CCO[C@H]1C[C@H](C12CCN(CC2)c3ccc(nn3)n4ccc(n4)C)[O-],C96421020,P152170372
c1ccn2c(c1)nnc2C[N-]S(=O)(=O)N3CCCCCC3,C97028581,P153589083
Cc1c(c(n(n1)CC(C)C)C)S(=O)(=O)/N=C(/c2ccco2)\[O-],C97107219,P153732701
CS(=O)(=O)[C@H]1CSCCN1S(=O)(=O)c2cc(c(nc2)[O-])Cl,C97656990,P154837079
c1cc(oc1)CNc2ccc(cc2[N+](=O)[O-])N3C(=O)CCCC3=O,C04684539,P06732999
Cc1cc(cc(c1S(=O)(=O)N[C@H]2CCSC2=O)C)n3cnnn3,C06667869,P10526222
CC[C@H](C(=O)NCc1ccco1)n2c(=O)c3cc4c(n3cn2)cco4,C06807546,P10740315
c1cc(oc1)c2nc3cc(=O)[nH]n3c(n2)SCC(=O)N4CCCC4,C06915792,P10894698
C[C@@]1(C(=O)N(C(=O)N1)C[C@H](CCC#N)C#N)c2ccc3c(c2)OCO3,C07206562,P11247926
c1cc(cc(c1)n2cnnn2)NC(=O)Cn3ccc(n3)C(F)(F)F,C07981627,P12158247
c1ccc2c(c1)ncc(=O)n2CC(=O)NCc3nnc4n3cccc4,C08314865,P12577184
C[C@H]1C[C@@H](CN(C1)c2nc3c(n2CCOC)c(=O)[nH]c(=O)n3C)C,C01828235,P14092726
CN1C(=O)C(C(=O)N(C1=O)C)/C(=N/CCc2cnc[nH]2)/c3ccccc3,C04818115,P20198144
CCn1c2c(c(=O)n(cn2)CC(=O)NCc3ccc(cc3)F)nn1,C13531495,P20834549
CCOc1c(cnc2c1c(=O)n(c(=O)n2C)CC(=O)NC(C)(C)C)C,C15880425,P23975062
CN1CCN(CC1)CCCNc2c3ccccc3c4nnnn4n2,C21777498,P32470357
c1cc[n+](cc1)c2c(sc(n2)[O-])/C=N/Nc3ccc(cc3)[N+](=O)[O-],C04763273,P40473838
Cc1cccc(n1)NC(=O)[C@@H](C)Oc2ccc(cc2)n3cnnn3,C27976135,P41197002
CC(C)n1c(ccn1)NC(=O)CN2C(=O)c3ccccc3S2(=O)=O,C31845623,P46935044
CCOC(=O)N1CCN(CC1)CC(=O)Nc2ccc3c(c2)OCCO3,C34890262,P51792199
CN(CC(=O)Nc1nc2cc3c(cc2s1)OCCO3)S(=O)(=O)C,C36633414,P54442395
COC(=O)c1ccccc1NC(=O)N2CCN(CC2)S(=O)(=O)C,C13323755,P56490011
CCOC(=O)N1CCN(CC1)Cc2nc3cc(ccc3n2C)NC(=O)C,C20725972,P56708244
COc1ccc(c(c1)N2C(=O)/C(=C\[C@H]3C=CC=[NH+]3)/C(=NC2=O)[O-])OC,C38596491,P58423769
Cc1cc([nH]n1)c2nc(no2)[C@@H]3CC(=O)N(C3)c4ccc(cc4)OC,C44417664,P67046797
Cc1cc([nH]n1)c2nc(no2)[C@H]3CC(=O)N(C3)c4ccc(c(c4)F)OC,C44424950,P67056022
CCOC(=O)N1CCN(CC1)C(=O)C2CCN(CC2)C(=O)NC3CC3,C44457862,P67101057
Cc1ccc(cc1)c2ccc(=O)n(n2)[C@@H](C)C(=O)NCc3nc(no3)C,C49060241,P73285423
CCCCn1c(nc2c1c(=O)[nH]c(=O)n2C)CN3C[C@H](O[C@H](C3)C)C,C13281283,P79934976
c1cc(ncc1NC(=O)Cn2ccc(n2)C(F)(F)F)n3cncn3,C29271428,P88685944
Cc1cc(nc(n1)[N-]/C(=N/C(=O)c2ccncc2)/N3CC[NH+](CC3)C)C,C59513042,P90589855
CC(C)N1C[C@@H](CC1=O)Nc2ccc(cc2[N+](=O)[O-])S(=O)(=O)C,C60362912,P92194374
C[C@H]1[C@H](C(=Nc2n1ncn2)C)CCC(=O)NC3=NN=C(C3)C4CC4,C63974818,P98209646
Cc1nc(on1)[C@@H](C)NC(=O)CCN2c3ccccc3OCC2=O,C58265866,P98724116
c1cc2c(cc1N3C[C@@H](CC3=O)C(=O)NO[C@H]4CCCCO4)OCO2,C58377073,P98731673
Cc1cn(c(=O)[nH]c1=O)Cc2nc(nn2c3ccccn3)CC(C)C,C65433190,P100609294
CC(C)c1nc2n(n1)C[C@@H](CC2)NCc3nnc(o3)c4ccco4,C69967249,P107860536
Cc1ccc(c(n1)C)c2ccnc(n2)NCc3nc(on3)[C@@H]4CCCO4,C71639150,P110888744
c1ccc2c(c1)CCN2C(=O)C(=O)NCc3nc(on3)c4ccco4,C71751629,P111149331
c1cc(c(cc1Cl)[N+](=O)[O-])C(=O)NCCN2CCCS2(=O)=O,C72049301,P111833012
CN(Cc1cc2n(n1)CCCNC2)Cc3nc(no3)c4ccccn4,C72169280,P112083044
Cc1ncc(s1)CN2CC[C@H]([C@@H](C2)C)Nc3ccc4nnnn4n3,C72293796,P112357029
Cc1nc(on1)[C@@H](C)NS(=O)(=O)N2CCC[C@@H]2c3ccco3,C84286500,P131879173
Cc1nc(on1)CC/C(=N/S(=O)(=O)c2cccc3c2[nH+]ccc3)/[O-],C85984386,P134652966
Cc1nc(cn1C)S(=O)(=O)Nc2ccn(n2)c3c(cccn3)Cl,C89646150,P140154524
COc1cc(c(cc1O)[N+](=O)[O-])CN2CCC(CC2)N3CCCC3=O,C93088347,P145743654
COCCN1CCN(CC1=O)C(=O)N[C@@H]2CCCC[C@@H]2n3cccn3,C94003637,P147324707
c1ccc2c(c1)[nH]c(=O)c(n2)CCc3nc(no3)CN4CCOCC4,C95359227,P149774965
Cn1c2ccccc2nc1CNC(=O)[C@@H](c3ccccc3)n4cnnn4,C95475235,P149976139
CCn1c(nc(n1)Cn2cncn2)c3c(nc([nH]3)c4ccccc4)C,C96148771,P151469199
c1cc(ccc1C#CCNC(=O)CN2C(=O)CCC2=O)N3CCOC3=O,C96349958,P152021245
Cc1nc(on1)CN2CCN(CC2)C(=O)Nc3ccccc3OC,C97335825,P154147768
Cc1cc(on1)CN2CCN(CC2)Cc3c([nH+]nn3c4ccccc4)[O-],C57085624,P155787941
Cc1nc(cn1C)S(=O)(=O)NC2CCC(CC2)Oc3cnccn3,C98326279,P156392713
COc1cccc2c1NC(=O)C(C2=O)(Cl)Cl,C00343875,P04785351
CN1C(=O)c2ccccc2[C@](O1)(c3ccccc3)O,C00988139,P04876296
CC(C)(C)C1=NO[C@@]2([C@H]1C(=O)c3c2cccc3)O,C05187157,P07666925
c1ccc2c(c1)ccc(c2n3cncn3)O,C05518453,P08197540
CC[C@@H]1C(=O)Nc2cc(cnc2O1)Cl,C05719040,P08537361
Cc1c2c(cc(=O)oc2[nH]n1)c3ccccc3,C00129472,P18237766
CC1(C[C@]2(CCO1)NN(C(=S)N2C)C)C,C00284586,P23896854
c1ccc(cc1)c2nc3n(n2)C[C@@H](CS3)O,C00499981,P23916416
Cc1ccc(c2c1NC[C@H]3[C@@H]2C=CC3)[N+](=O)[O-],C04859598,P24229521
c1ccc(cc1)/C=C\2/C(=O)c3cccnc3NC2=O,C16450967,P24857693
CC1(Cc2c(cc(c(n2)NC)C#N)CO1)C,C27406835,P40386390
c1cc(oc1)c2csc3c2c(=O)[nH]cn3,C20371153,P51496750
C[C@H]1CS/C(=N\c2ccc3c(c2)OCCO3)/N1,C35294835,P52369781
C[C@H]1CO[C@@H](CN1)c2ccc3c(c2)OCCCO3,C36673443,P55729692
CN1[C@@H]2C(=N[C@@H](N2)c3ccc4ccccc4c3)C=N1,C39357826,P59636158
c1ccc-2c(c1)Cn3c2nc(n3)c4ccc(cc4)O,C39850619,P60470310
[H]/[O+]=c\1/c2ccccc2c3c(o1)ncn3c4ccccc4,C41097775,P62372053
c1cc(cnc1)c2[nH]c(=O)c3c(n2)CCCC3,C42404080,P64127228
c1c(c(cc(c1Br)F)O)[N+](=O)[O-],C42784482,P64682332
Cc1cccc2c1nc(o2)[C@@H]3CNCCO3,C43705332,P66072021
Cc1ccc(cc1)c2nc(cc3n2c(=S)[nH]n3)C,C51353981,P76936794
C1CC[C@H]([C@H](C1)N2C(=O)CC3(CCCC3)CC2=O)O,C52007496,P77871229
Cc1cc(c(c(c1)C)c2nnc3n2CCNC3)C,C53709569,P80768399
Cc1ccccc1c2nnc3n2CCN[C@H]3C,C53710652,P80769559
c1ccc(cc1)c2nc(c3n2ccnc3)O,C12879575,P85891025
c1cc(c(=O)[nH]c1)c2ccc3c(c2)OCCO3,C65410032,P100568556
C[C@]1(C[C@H](CCO1)O)c2ccc3c(c2)OCCCO3,C70341295,P108435248
C[C@H]1C[C@@](CCO1)(c2ccc3c(c2)OCCCO3)O,C70369727,P108486416
Cc1ccc(cc1)c2cc3[nH]c(cc(=O)n3n2)C,C09058684,P109805909
Cc1ccc(cc1)c2cc3[nH]c4c(c(=O)n3n2)CCC4,C09043285,P109805913
Cc1ccnc2c1nc([nH]2)c3c(cco3)C,C82563733,P129034454
CC1(C(=O)N(CC(=O)N1)C2(CCCC2)C)C,C83099164,P129884694
Cc1c(c(=O)[nH]c(n1)c2ccoc2)Br,C85448047,P133734269
CCN1C(=O)C(NC(=O)C12CCCCC2)(C)C,C85720604,P134194218
CN1C(=O)[C@H](NC(=O)C12CCCC2)C3CCCCC3,C85776354,P134284572
CCN1[C@H](CC(=O)NC2(C1=O)CCCCC2)C,C85783571,P134294479
[H]/N=C\1/[C@H](OC(=O)N1C)c2c(cccc2Cl)Cl,C71784604,P134748533
C[C@H]1CCC[C@@H]([C@@H]1C)N2CC(=O)NC(C2=O)(C)C,C86342273,P135204732
C[C@@H]1CC[C@H]([C@@H]1C)N2CC(=O)NC3(C2=O)CCCC3,C86423465,P135300682
C[C@@H]1CN/C(=N/c2ccc3c(c2)OCO3)/SC1,C86632197,P135611107
CC1(CCCC[C@H]1N2CC(=O)NC2=O)C,C86878509,P135987979
C[C@H]1C(=O)NC2(CCCC2)C(=O)N1[C@H]3CCC=CC3,C88750251,P138823978
c1cc(c(c(c1F)[N+](=O)[O-])O)Br,C91297292,P142805701
C[C@@H]1[C@@H](CCCN1)N2C(=O)CC3(C2=O)CCCCC3,C91497263,P143185186
Cc1ccc2c(c1)n(c(=S)[nH]2)c3cnn(c3)C,C94660473,P148373336
